first_name,last_name,address,date_of_birth
JBTRZ,HJRTDTHCV,EBHE VGWK CANBERRA ACT 2600 AUSTRALIA,29-11-1992
YQNTEOCOE,BVX,RHKXFO JHFVPE ADELAIDE SA 5000 AUSTRALIA,27-03-1973
ZNB,LTXXDBJIFX,RFY D DARWIN NT 0800 AUSTRALIA,22-08-2000
MGHQLJDNEK,MTBTH,NFKTT CAENBU DARWIN NT 0800 AUSTRALIA,04-06-2005
TKUBP,DI,IXUBKQVK CRSQKFK PERTH WA 6000 AUSTRALIA,09-02-1954
QYVTODOU,IYISPYA,EUL PMBJJH PERTH WA 6000 AUSTRALIA,07-03-1965
JBXLUOPS,UNBPSHWO,LE FWBPOLYHUR SYDNEY NSW 2000 AUSTRALIA,26-05-1968
FRF,HU,AYS NHRJ DARWIN NT 0800 AUSTRALIA,10-11-1950
HMZWL,JW,QNGYUSLD CRDFOZX HOBART TAS 7000 AUSTRALIA,18-07-1954
JX,O,HLNKPNAI CGFPWYLPR SYDNEY NSW 2000 AUSTRALIA,11-11-1960
JCD,TMLT,XZPRI YMWHQUXGE ADELAIDE SA 5000 AUSTRALIA,05-04-1991
NHMKUP,RRIBJIRR,ZNRY LVZ CANBERRA ACT 2600 AUSTRALIA,02-02-1997
CCACKMHX,BMYZED,WUMUAGFKG YAEEXQXESN PERTH WA 6000 AUSTRALIA,17-06-1997
QD,ECJDFC,PMYESVOH RX BRISBANE QLD 4001 AUSTRALIA,23-10-1973
PAKIO,GBS,RSRFRZ SVM SYDNEY NSW 2000 AUSTRALIA,23-01-2012
IITRTJOID,TBKRLTUGML,LZBBTBPU NKT ADELAIDE SA 5000 AUSTRALIA,22-01-2005
YVTVRGBY,VSD,UB YMJGH ADELAIDE SA 5000 AUSTRALIA,03-08-1970
RSLO,IFQIYKTA,KR DVFXPL MELBOURNE 3000 AUSTRALIA,07-06-1996
GACRJAZ,PAWNVIUGNA,MH YC PERTH WA 6000 AUSTRALIA,16-07-1985
HH,HPTPJBKZ,PH YHZD SYDNEY NSW 2000 AUSTRALIA,24-11-1985
SOLISMCA,ACDMDO,GI QUXXUXLQ DARWIN NT 0800 AUSTRALIA,25-03-1996
LOZGTT,EDMDQA,P BSHAW PERTH WA 6000 AUSTRALIA,11-07-2012
GREM,GYJDLHQ,JYQEDISXSQ VGBZ PERTH WA 6000 AUSTRALIA,14-07-2009
EMORYG,IBD,WHKZNVQ BWFCL CANBERRA ACT 2600 AUSTRALIA,27-06-1981
JDWGDNGRV,WHNC,RI OXJZ DARWIN NT 0800 AUSTRALIA,11-06-1974
WNLRTNBKK,CMTRUWPSI,DYHUNDOX MRHEN CANBERRA ACT 2600 AUSTRALIA,09-05-2008
OZPDQNC,DOCVM,QUIXOKEGE VDQGLZDW MELBOURNE 3000 AUSTRALIA,03-06-1978
P,NNMYOJOA,DPIB DX BRISBANE QLD 4001 AUSTRALIA,19-01-2018
NWZKGA,BSGJEMYCH,Y JDVGZSZHI SYDNEY NSW 2000 AUSTRALIA,13-10-1957
XTH,ZWS,U AKUAF DARWIN NT 0800 AUSTRALIA,07-08-1956
YV,NVYHSUDGT,EJEIJG FUBOYBS DARWIN NT 0800 AUSTRALIA,17-05-1953
LXVZTTBGY,O,AJMNX AAQXDJE SYDNEY NSW 2000 AUSTRALIA,04-10-2001
YG,TKCNEDL,DEZWQCAW PYHXCF CANBERRA ACT 2600 AUSTRALIA,01-09-1965
KHTKTYHYDV,EM,DUAZUKZNK BX CANBERRA ACT 2600 AUSTRALIA,20-03-2002
DXDBVJD,GW,BACRKPT XHQB DARWIN NT 0800 AUSTRALIA,11-03-2003
FZDLVWKC,WARZOCFIUL,L AJFNIBASNI DARWIN NT 0800 AUSTRALIA,27-02-2003
MSDIO,PAJGYOVAOD,OP M ADELAIDE SA 5000 AUSTRALIA,22-05-1991
BVK,JTIOQJYBL,Y DPTI CANBERRA ACT 2600 AUSTRALIA,25-03-1996
NWTTTM,HP,CW BYN MELBOURNE 3000 AUSTRALIA,29-07-2009
BLJ,BYFCBPG,EC P MELBOURNE 3000 AUSTRALIA,08-03-1964
MPKKMZ,CCYICOF,PMTEG KMY BRISBANE QLD 4001 AUSTRALIA,03-05-2017
UAPNNTPB,AFMC,MHYCVH GRYU SYDNEY NSW 2000 AUSTRALIA,20-09-2004
YKWNLZF,YAQWOOZ,GZB HERPA SYDNEY NSW 2000 AUSTRALIA,22-11-1978
LZGNLQGHP,S,AODB UXKHL BRISBANE QLD 4001 AUSTRALIA,17-07-1984
EUB,QOUCCQG,YXO HBRBKF HOBART TAS 7000 AUSTRALIA,02-06-1998
ZOGUTUO,Y,M OVPSPO MELBOURNE 3000 AUSTRALIA,16-04-1994
M,UHADUV,CFCMJNSAL HIQSGIUJCQ DARWIN NT 0800 AUSTRALIA,13-09-1952
CASRIOESQN,JKHOEEXN,YHUGSMA MFIAMYQ MELBOURNE 3000 AUSTRALIA,22-11-1956
PWQ,OQD,SZ ALLLUQY MELBOURNE 3000 AUSTRALIA,25-02-1969
SZABDDF,OOESE,CSTDF HVA PERTH WA 6000 AUSTRALIA,20-10-1980
YRUUREU,QKANF,ICNWG VKJOYWW PERTH WA 6000 AUSTRALIA,02-04-1986
HTPATRXON,CJIUUONTA,TJSFYSSVX JMDXCOIUY HOBART TAS 7000 AUSTRALIA,08-08-2015
UERSSGRB,PNVYEMHUI,UWJ MKNSQQEN ADELAIDE SA 5000 AUSTRALIA,11-08-2001
GY,JN,SZQENT SRLCZLUJ PERTH WA 6000 AUSTRALIA,26-01-2008
KOZ,RUVTAJ,FRQSWT UZWY ADELAIDE SA 5000 AUSTRALIA,16-01-1971
EXLH,NCXHVQTOYJ,QRGNJNRZ KTRL SYDNEY NSW 2000 AUSTRALIA,07-09-1989
TGN,ENRM,CZ AWQSISJXUJ BRISBANE QLD 4001 AUSTRALIA,12-04-2004
W,UH,IHCMUVJ X ADELAIDE SA 5000 AUSTRALIA,08-03-2014
HKHVBSV,WGUGVOB,DKHAGSRMR QWWFKJGQPU MELBOURNE 3000 AUSTRALIA,06-05-1990
XDYVFFWTQL,BTBGHCC,R Z PERTH WA 6000 AUSTRALIA,10-04-1982
LZJEPI,IJIDX,QM PCA HOBART TAS 7000 AUSTRALIA,27-05-1997
MLAS,WJP,VKSQDLD NHWZFJ BRISBANE QLD 4001 AUSTRALIA,08-04-1955
WBQWGSMBC,F,T PIIEP ADELAIDE SA 5000 AUSTRALIA,10-02-2016
AZBZQBMYU,XEXRT,WXA QLLQQ HOBART TAS 7000 AUSTRALIA,19-09-1968
K,XS,F ZEAAPZI PERTH WA 6000 AUSTRALIA,06-06-1990
QA,BUE,P UNHKVSZEAV DARWIN NT 0800 AUSTRALIA,12-04-1967
VOMCLGQGG,YICWSOD,XM PKWUJEJTF ADELAIDE SA 5000 AUSTRALIA,09-09-1955
OUZHKWF,LKJAVGNSCO,GVBEEMS LUSFYL ADELAIDE SA 5000 AUSTRALIA,08-11-1963
CZ,D,G GOMSUELOFT MELBOURNE 3000 AUSTRALIA,03-11-1969
Z,TZTUUQ,NEG DBIHR HOBART TAS 7000 AUSTRALIA,05-10-2001
MIJEMRUW,NKFTGBQ,NSAH MSXCRXRMAD SYDNEY NSW 2000 AUSTRALIA,20-06-1993
L,QWV,WTXIXOUMOF YP HOBART TAS 7000 AUSTRALIA,23-02-1983
QMFF,SYEMDY,KFTDG HZHN SYDNEY NSW 2000 AUSTRALIA,14-06-1970
PIPEWY,JR,R QX BRISBANE QLD 4001 AUSTRALIA,05-02-2012
YNI,KP,OM DBSWUY CANBERRA ACT 2600 AUSTRALIA,09-05-1986
GLMLMPKGF,Q,TDUPZRGNRD XSEOZQRB SYDNEY NSW 2000 AUSTRALIA,01-07-1984
HEYIMENWF,MY,GRSSW AYDMC SYDNEY NSW 2000 AUSTRALIA,26-08-2002
Y,OHJKAI,LPLHQVIACJ AUDSVPTI SYDNEY NSW 2000 AUSTRALIA,02-11-2014
FL,WUK,K MAFC DARWIN NT 0800 AUSTRALIA,02-06-1986
TSIQP,XEJAHQGR,EAN KIPUUROQV DARWIN NT 0800 AUSTRALIA,14-01-2004
BKUAKNHQI,EYRZU,P VGKB MELBOURNE 3000 AUSTRALIA,16-10-1981
QUXNXEDER,AZCT,AJLSZJRG K HOBART TAS 7000 AUSTRALIA,22-11-2006
YYX,ZDF,F QEDOXSY HOBART TAS 7000 AUSTRALIA,09-04-1966
MKPIFKYDF,HFHZRF,E A BRISBANE QLD 4001 AUSTRALIA,14-01-2004
GHWSVOLFDG,APZGYVRCG,RZDFL APTW DARWIN NT 0800 AUSTRALIA,02-06-1975
XHRTP,OK,ZVEINZPJZ XMHHZANY DARWIN NT 0800 AUSTRALIA,13-10-1990
WGTQAWJVOF,BE,JVIEVPNJQI QMIRFKAS CANBERRA ACT 2600 AUSTRALIA,10-04-1957
G,F,TIK EC MELBOURNE 3000 AUSTRALIA,21-07-1966
HDQS,FEZNJTHMYK,OVAMO VRYTCCS ADELAIDE SA 5000 AUSTRALIA,03-06-2014
PWBUVDC,R,HG GPAEHJZINK ADELAIDE SA 5000 AUSTRALIA,16-09-1991
JZJKSLT,FQJS,AP NLYN CANBERRA ACT 2600 AUSTRALIA,17-10-2011
ZBQXMI,EK,KAVFQIA OUGPWWU SYDNEY NSW 2000 AUSTRALIA,10-05-2006
NHAVZS,ZVRCCPVPJC,BCLCM DORJUBDTV MELBOURNE 3000 AUSTRALIA,11-02-1967
GSBZ,EUYZTQVPWF,EJQXHDKZE VBGUAVQ CANBERRA ACT 2600 AUSTRALIA,17-02-1953
NLZJ,UPWGZIYW,EUQQXRHJB GPLDJFIMEQ HOBART TAS 7000 AUSTRALIA,01-06-1952
HBF,LAIHM,ISMZCGM F PERTH WA 6000 AUSTRALIA,24-11-1977
J,QQXX,OZE F DARWIN NT 0800 AUSTRALIA,10-07-1985
AJUK,SPOOCMICT,FNTCF YSA PERTH WA 6000 AUSTRALIA,29-07-2012
LMXUFJLKQH,WEW,N DQA PERTH WA 6000 AUSTRALIA,21-02-2001
VUWFFRZQHN,ASQKCK,IQIIYM SJA CANBERRA ACT 2600 AUSTRALIA,11-09-1980
BLHT,IEUWHLW,PVSM FIZGEU HOBART TAS 7000 AUSTRALIA,14-08-1988
IC,ECOVMOWLG,RTUBTHW J BRISBANE QLD 4001 AUSTRALIA,13-07-2009
XEBTGZF,THYGEEQTJH,NMVLW WLMRWZ MELBOURNE 3000 AUSTRALIA,23-04-1957
VMGYYNGCVF,KVD,IOWQSYGJ SQFRKM ADELAIDE SA 5000 AUSTRALIA,11-11-1998
TBEDWSQ,ZPDWWDZUGL,FDEDS V CANBERRA ACT 2600 AUSTRALIA,03-04-1975
HKYLTACLRJ,X,EWATJPRZ QBPOTF DARWIN NT 0800 AUSTRALIA,03-10-1950
I,DMPNIKRMV,MFTYTZOIBR QX SYDNEY NSW 2000 AUSTRALIA,20-02-2004
FPLA,OXEBEI,GPIACSS E BRISBANE QLD 4001 AUSTRALIA,23-01-1965
DN,YNZ,VXPDOIOHT D SYDNEY NSW 2000 AUSTRALIA,17-07-2016
GXXQ,WI,BCNRRSDI LGYVH SYDNEY NSW 2000 AUSTRALIA,07-06-2002
DWKTQWEV,V,OFELX XCCPI DARWIN NT 0800 AUSTRALIA,17-11-1974
QVEYAKVV,NMGBU,GUQBL IQDQQBCWJ CANBERRA ACT 2600 AUSTRALIA,03-11-1971
KQFNXOWX,BNXDQSY,UEWU EAHVYJ ADELAIDE SA 5000 AUSTRALIA,25-01-1977
D,FPGIURP,J RJVDYT BRISBANE QLD 4001 AUSTRALIA,11-03-2015
EWRTHQA,ABK,YRGNVU EKIF PERTH WA 6000 AUSTRALIA,23-01-2012
ZJFHHUCFZ,EXQA,HOZ D BRISBANE QLD 4001 AUSTRALIA,10-09-1997
NF,YKMW,DUFKQ MIGIK ADELAIDE SA 5000 AUSTRALIA,05-06-2012
MFITORZV,GCEUMBKD,ATIZ QKHL ADELAIDE SA 5000 AUSTRALIA,11-07-1965
IMBXLRVUJP,LU,DFE WLVTNYTBO SYDNEY NSW 2000 AUSTRALIA,16-01-1995
DDSWWRFUYW,CNWAKZ,SXWJKIGHZN CQLWB BRISBANE QLD 4001 AUSTRALIA,17-07-1951
C,QMUVZRQJW,SSXCUHKAMH YS MELBOURNE 3000 AUSTRALIA,05-01-1958
RMHHF,DIRT,PFKFVCY RD DARWIN NT 0800 AUSTRALIA,12-06-1989
L,FYTN,TNO TCFU CANBERRA ACT 2600 AUSTRALIA,04-08-1987
G,S,CTOHMEGH CWSSYSSDB HOBART TAS 7000 AUSTRALIA,25-02-2001
MVMNVR,CLK,COIPTT AFLO SYDNEY NSW 2000 AUSTRALIA,23-06-1992
WZPIUH,SMHWIONOV,XEUMW RQXS SYDNEY NSW 2000 AUSTRALIA,12-11-1951
BJYEIHLCBW,UGD,GTIPUW SS PERTH WA 6000 AUSTRALIA,08-10-1985
RNAL,QOZE,SOMGAWBW CTSEETFK CANBERRA ACT 2600 AUSTRALIA,26-09-2014
OL,Y,RRASOL WWU MELBOURNE 3000 AUSTRALIA,12-04-1989
E,XAGRUVEHI,KSJFWKMEX REUZAXFSAN HOBART TAS 7000 AUSTRALIA,25-08-1993
XEVBMEG,HTXRKANZBM,NOTMZIUF FQIA PERTH WA 6000 AUSTRALIA,27-07-1993
ECCBAF,J,UVVYWIEF GIKE MELBOURNE 3000 AUSTRALIA,14-07-1955
YFALA,AYX,KZQERIWK GVM SYDNEY NSW 2000 AUSTRALIA,01-03-2018
OGCN,KCNXSNRTV,PQ IQYJYKC MELBOURNE 3000 AUSTRALIA,28-07-2001
NAU,ZQO,SL LAYLXM SYDNEY NSW 2000 AUSTRALIA,18-07-1987
DT,AUUYT,ZEAMVAWWRH KVX ADELAIDE SA 5000 AUSTRALIA,13-01-1955
JBQP,EXWPFI,KMQS DPUYDUES CANBERRA ACT 2600 AUSTRALIA,15-09-1981
G,IGXPNBDH,UESC OUKWDHQEK DARWIN NT 0800 AUSTRALIA,22-07-1971
YODTR,QSCC,E Q DARWIN NT 0800 AUSTRALIA,29-07-2011
TI,GTOCKC,ASNK HXQDWIA SYDNEY NSW 2000 AUSTRALIA,17-01-2011
XVBADRQKXQ,MNUTITCUS,DCLMN HJQJKPJDIE PERTH WA 6000 AUSTRALIA,12-03-1975
ALFHMWG,RZTLG,PNMYVZIO RYNFVA HOBART TAS 7000 AUSTRALIA,11-05-1985
ZTLXIBU,CBAAMWRFC,PSI WBHNDHYUTQ DARWIN NT 0800 AUSTRALIA,22-02-1982
UM,XMOECHS,RHJSGTF HU HOBART TAS 7000 AUSTRALIA,12-06-1981
DG,CFQQQKKE,G QEFTQZP CANBERRA ACT 2600 AUSTRALIA,20-01-1983
H,JXOMLA,YHTNNPKZ LUQUVKNJ CANBERRA ACT 2600 AUSTRALIA,03-04-1993
PSESEUK,EEMYTANOJK,QSAMVT AREJPCFVK BRISBANE QLD 4001 AUSTRALIA,15-04-1992
SZXP,XZTSQBQ,IZNUPRRSDS SJVKICVX CANBERRA ACT 2600 AUSTRALIA,05-06-2003
XOPZF,UBRPXJ,T D MELBOURNE 3000 AUSTRALIA,03-06-2007
JFJVZJVNPW,LQHTO,T XUPWYBDRIE HOBART TAS 7000 AUSTRALIA,16-03-1979
BWFGLSW,EQA,PSBXIPAK H DARWIN NT 0800 AUSTRALIA,20-08-2015
BVIAVU,WVDKZUPS,J BYFAGYBCF ADELAIDE SA 5000 AUSTRALIA,07-01-1981
Z,T,VAMMEH WOPMRGGJCS BRISBANE QLD 4001 AUSTRALIA,19-01-2002
HYKIEX,RVQK,QQFISDLR BGKMQWSJ PERTH WA 6000 AUSTRALIA,01-08-1955
FGYITULA,INUNV,JXDVIF OUODUOWB BRISBANE QLD 4001 AUSTRALIA,02-07-1985
VOF,TDXKVAHNK,HGRVWG TVXKG SYDNEY NSW 2000 AUSTRALIA,04-04-2005
EENAX,UEJNB,BALVYXU LYOZXSJ CANBERRA ACT 2600 AUSTRALIA,11-03-2010
HNIFRRWN,S,DG BRSUY ADELAIDE SA 5000 AUSTRALIA,08-08-1957
FU,ETECKBVCZ,MKX TRMT CANBERRA ACT 2600 AUSTRALIA,11-07-1982
HZOSGN,EZV,QIEX WGOHX HOBART TAS 7000 AUSTRALIA,06-03-2015
BBQ,NSULK,YRGPAH WIYWWJOHV CANBERRA ACT 2600 AUSTRALIA,22-02-1995
MXNHMPKK,SUMIX,POYI LEQR BRISBANE QLD 4001 AUSTRALIA,24-04-1989
CPQJ,TGR,CRD HJCHD MELBOURNE 3000 AUSTRALIA,27-10-1956
WU,TJHFOP,ME KKV SYDNEY NSW 2000 AUSTRALIA,14-08-1991
YSSVXUQIQS,ZGUDX,UYU YPM CANBERRA ACT 2600 AUSTRALIA,06-02-1990
KFYFJDR,FRSUPG,JLKJUSRR A PERTH WA 6000 AUSTRALIA,19-02-1950
HVXTNGHW,CH,QCFKODNN CW PERTH WA 6000 AUSTRALIA,19-08-1988
HZXOPRXN,UHUGRSIJV,WVWWNPUBYC CYTNZKLTY CANBERRA ACT 2600 AUSTRALIA,06-04-2016
ZTBDGL,WWGLHXVO,IXQJQYTXXX AASQF DARWIN NT 0800 AUSTRALIA,16-11-1961
J,IDBFVTJUV,ABOEWRKI EIQNHFCHR SYDNEY NSW 2000 AUSTRALIA,19-06-1971
MUF,YNUFJEBK,L L DARWIN NT 0800 AUSTRALIA,19-07-2005
ARMEFSTHKK,WAPR,TK PNRVMQNOT BRISBANE QLD 4001 AUSTRALIA,26-01-1955
QYKKXU,KMADYQYK,SCXCQPPTW P CANBERRA ACT 2600 AUSTRALIA,02-02-1974
VMWNBCIB,SGZI,MDKC JG DARWIN NT 0800 AUSTRALIA,17-06-1951
BEYPEVYNTA,NKKMK,W SNCEVKPY HOBART TAS 7000 AUSTRALIA,07-09-2009
CHVE,N,BCHP ZK MELBOURNE 3000 AUSTRALIA,02-06-1971
PWQFLQLU,QWD,ZVYEFBJQ MFHRNRXM CANBERRA ACT 2600 AUSTRALIA,20-10-1981
ZMG,FRQ,CIVPCVMSSR XSSV CANBERRA ACT 2600 AUSTRALIA,12-09-1964
DXDX,DP,ISUWSSAS N HOBART TAS 7000 AUSTRALIA,27-10-2013
HFQTQ,EU,XKVW MXE PERTH WA 6000 AUSTRALIA,27-08-1975
DOGTHOICKH,ZHCH,POTKJROP WFNFWT CANBERRA ACT 2600 AUSTRALIA,01-05-1990
BJM,QVNWC,QZAKLBCUUF I HOBART TAS 7000 AUSTRALIA,16-02-1953
HEFQFRIA,ZECBVJK,ZFUM OHC SYDNEY NSW 2000 AUSTRALIA,08-01-2005
KCSWCNQIVT,IUHKZVUQG,RUYHVBK AXRIP HOBART TAS 7000 AUSTRALIA,15-04-1969
FXJMIGKLVG,MZVCZEFOGV,FDP JVITUHPCW DARWIN NT 0800 AUSTRALIA,17-08-2004
XYPDZOHDZD,XZI,N UIYBD CANBERRA ACT 2600 AUSTRALIA,07-06-1999
GU,BPG,EAN VHTT HOBART TAS 7000 AUSTRALIA,25-11-2009
UBHZU,QNGJYMIHKR,SYIGFVKK CAHIUAFHI PERTH WA 6000 AUSTRALIA,10-10-1981
QJIFILKDUM,KVGPUYIO,C QMYH DARWIN NT 0800 AUSTRALIA,13-02-2004
BD,IJ,BAOSAA UJUO MELBOURNE 3000 AUSTRALIA,03-05-1971
FF,LDGM,RMCAIC FVGGHILM MELBOURNE 3000 AUSTRALIA,04-03-2002
S,RQEXQ,HGOW IM HOBART TAS 7000 AUSTRALIA,02-07-1970
QKRHL,JESUCJOLEH,QNJPJ LHZMCOC BRISBANE QLD 4001 AUSTRALIA,06-05-2018
QADZB,D,LXRA OGFNB PERTH WA 6000 AUSTRALIA,22-08-2009
XBOHTGSG,EAXYGVKRGB,GI BFT ADELAIDE SA 5000 AUSTRALIA,15-04-1953
TDC,DJCJI,FU UTJZY PERTH WA 6000 AUSTRALIA,20-09-1986
Y,SVXHFO,CUNWIPH VORRSBMQY HOBART TAS 7000 AUSTRALIA,05-06-1989
QSVHO,NQR,L NVMPTFP MELBOURNE 3000 AUSTRALIA,13-07-1958
JNVM,GER,HJ OOUJGMXXO HOBART TAS 7000 AUSTRALIA,15-02-2000
ICR,QGVBFKZV,MEF YP HOBART TAS 7000 AUSTRALIA,06-03-2000
RPFCSNXBU,AEZFSVCXLY,MAOP CQDD HOBART TAS 7000 AUSTRALIA,28-05-1994
G,LV,P ML SYDNEY NSW 2000 AUSTRALIA,26-07-1987
S,JQPOGJNFES,FQMNAPISS O SYDNEY NSW 2000 AUSTRALIA,17-06-1969
WRJQX,EVY,BYIHUK JWUILTHJH CANBERRA ACT 2600 AUSTRALIA,02-05-2018
FOE,OFFBTTBP,CS TLY ADELAIDE SA 5000 AUSTRALIA,06-01-1987
HLBCGBKSVR,BXUBFWW,P ITNYJ CANBERRA ACT 2600 AUSTRALIA,19-03-1976
L,JVGNPIMSIX,XBVPOEUE POVWIK MELBOURNE 3000 AUSTRALIA,24-11-2007
UPEATSQQMP,XD,NGIFX REIY MELBOURNE 3000 AUSTRALIA,27-05-2002
MOHUTQ,JMRFR,IOOPNKSW DF MELBOURNE 3000 AUSTRALIA,12-08-2018
IY,SFEBS,ENWO VWTWQE MELBOURNE 3000 AUSTRALIA,22-08-1968
ACV,R,UGLDFTS MBXUTVI BRISBANE QLD 4001 AUSTRALIA,03-10-1952
OZSICCUV,APWFAKUQX,E EWBPCKBU ADELAIDE SA 5000 AUSTRALIA,28-04-2009
FXXXTTCWI,HQ,SZVULND PCEME CANBERRA ACT 2600 AUSTRALIA,01-11-1957
LOJRO,AKFXUH,D LNP SYDNEY NSW 2000 AUSTRALIA,20-09-1953
TB,EYKAH,KIOJT QPQFD PERTH WA 6000 AUSTRALIA,20-01-1972
FUZPTHWZY,UOQBHSQKVB,IUMADJ ZCPO MELBOURNE 3000 AUSTRALIA,16-04-1987
BPTLZUJPVP,DUUPQ,LRHCF TMXXOUCDRI CANBERRA ACT 2600 AUSTRALIA,24-11-1959
IJG,JVEFLU,OVEQKOIUE UEKXXK SYDNEY NSW 2000 AUSTRALIA,10-01-1995
FBMXQQV,ZKXWUBABEH,WSMTT MBLNXUTYVQ ADELAIDE SA 5000 AUSTRALIA,18-01-1962
VO,GWYPJLUDE,ZC KVFPHJGGI HOBART TAS 7000 AUSTRALIA,16-01-1961
GBRFLB,HLUQ,PGQU SPNRQVXO SYDNEY NSW 2000 AUSTRALIA,10-04-1971
QOUP,UZELXLU,N APTQ MELBOURNE 3000 AUSTRALIA,20-06-1999
ADZSCNX,FLVXRXXAU,LNRZSALKHP C BRISBANE QLD 4001 AUSTRALIA,27-07-2004
VGOQZ,LFMKVR,LJP TCKAOEZZSQ ADELAIDE SA 5000 AUSTRALIA,20-01-2008
GFSRTEI,A,TDDYNNT LAFVKVCHZ DARWIN NT 0800 AUSTRALIA,10-03-2008
C,FQ,FSCITLR KBQHKJ HOBART TAS 7000 AUSTRALIA,01-09-1952
JTVRZ,TUWYDW,WUBB K HOBART TAS 7000 AUSTRALIA,29-08-1999
WLMYM,WQNC,NN HSPKZPWR BRISBANE QLD 4001 AUSTRALIA,27-10-1986
NKRNJJ,HFQFGVKE,KIM JIFO BRISBANE QLD 4001 AUSTRALIA,20-01-2003
ZPFWP,PQXCIIDMPH,ZYUOWXG WENZUO MELBOURNE 3000 AUSTRALIA,25-07-2001
HG,D,LSYAQUO UUMK HOBART TAS 7000 AUSTRALIA,21-01-1962
FYZMOG,IZPDXHZLUJ,ECJNQQAD YF CANBERRA ACT 2600 AUSTRALIA,18-08-1959
ENQHPPOX,TYIGYFZ,IFAGURHD LPSKIPDHF SYDNEY NSW 2000 AUSTRALIA,27-10-1966
O,GOWW,VXXVTUJ BGP DARWIN NT 0800 AUSTRALIA,28-03-1951
XT,QJ,F SMLS HOBART TAS 7000 AUSTRALIA,09-08-1984
FQ,RT,CGFCX AMJ HOBART TAS 7000 AUSTRALIA,27-09-1981
OENZYEZZ,JXXLDXYLB,OMGJPE QEHYJWJRXB PERTH WA 6000 AUSTRALIA,05-05-1971
J,NPPWYAVAOV,HZYFGYH RWKPF DARWIN NT 0800 AUSTRALIA,11-05-1970
HVNECDG,DXUVA,RYHSZKWG MPP MELBOURNE 3000 AUSTRALIA,17-02-2011
BHC,MCVQH,ERUF FVWNZUO ADELAIDE SA 5000 AUSTRALIA,08-02-1958
NGMSXQY,LRFPUAZJ,ADO EJZRKZHWL BRISBANE QLD 4001 AUSTRALIA,10-07-1987
YTXJW,WEE,O A CANBERRA ACT 2600 AUSTRALIA,04-06-2008
J,LSYGIMKQ,KZHVWDZ VVGEKSV ADELAIDE SA 5000 AUSTRALIA,18-06-1956
ZX,YDIGPUFEUA,KREVMLRI TJXBIHIFA DARWIN NT 0800 AUSTRALIA,21-01-1996
VLIOBRYZJR,T,TZ HOULHRO MELBOURNE 3000 AUSTRALIA,18-06-2014
YELKILAGXM,ZUPFREGS,UFWDSMQ ANMAZBE DARWIN NT 0800 AUSTRALIA,14-08-1955
ZLEGGP,EVJBJ,Y CSDXII CANBERRA ACT 2600 AUSTRALIA,15-06-2010
DJHO,RI,IOEYGAB LAO ADELAIDE SA 5000 AUSTRALIA,16-01-1983
PZYSMTN,RSGVVUXXUO,SPMOQIIR QRCSCE BRISBANE QLD 4001 AUSTRALIA,04-08-1967
PXIORSW,ZQBMGD,FZXPL PMUEJIC DARWIN NT 0800 AUSTRALIA,22-07-1999
LFPOIMNGSN,SRVIM,QQXM VQIOMSFARP MELBOURNE 3000 AUSTRALIA,04-09-1960
ZTUKNSJTBW,YX,W SJZ ADELAIDE SA 5000 AUSTRALIA,13-09-1982
XIF,JNDECIODFU,M TPYGGXFBWP DARWIN NT 0800 AUSTRALIA,23-02-1950
JGZPTN,ILUQFTRQ,TMSKYWG AYNTLTXS PERTH WA 6000 AUSTRALIA,23-03-1967
AMCFNHIIZ,GBYUR,PDOIELVK EUJQZFWRF DARWIN NT 0800 AUSTRALIA,11-09-1981
RTAUBBGXF,HIPHYADU,XTTGD MMXQUK MELBOURNE 3000 AUSTRALIA,12-03-1981
HF,B,HYDDRIGUSX KR MELBOURNE 3000 AUSTRALIA,26-02-1955
LM,QZM,U C MELBOURNE 3000 AUSTRALIA,11-06-1953
D,WTN,FMPPLADNS OJRXVIAANA DARWIN NT 0800 AUSTRALIA,07-10-1966
LHMBVQAZA,OXVIHVLA,VXNPKH FQFBV CANBERRA ACT 2600 AUSTRALIA,25-01-1973
RDPQENXVMT,XEAKXE,ZQA MAWNXHPGOC HOBART TAS 7000 AUSTRALIA,02-10-2011
FZIUOXZ,HCBSKJ,PTF MABAFWMZG BRISBANE QLD 4001 AUSTRALIA,19-07-1960
LNVUK,DSQLZQCXAO,JQNZEEJ PYNOC MELBOURNE 3000 AUSTRALIA,29-11-1994
AVWQG,KLDUHSCXO,MDVTK RT PERTH WA 6000 AUSTRALIA,05-07-1977
PU,K,Y B DARWIN NT 0800 AUSTRALIA,25-01-1955
FADOCNS,GHOKXPGAGC,U TSXWS SYDNEY NSW 2000 AUSTRALIA,17-10-1950
KLZUCVWE,PR,UVLCALDH YKWHQUZ MELBOURNE 3000 AUSTRALIA,27-07-1964
DIBP,HFWYCLUP,XO TGLKRE SYDNEY NSW 2000 AUSTRALIA,29-07-1964
NDQMKVP,VQZLSMY,XMG C PERTH WA 6000 AUSTRALIA,02-06-2002
QK,RXULLCK,K HHPCUONPP ADELAIDE SA 5000 AUSTRALIA,29-02-2003
EYIP,MXWYSXIHFX,FQ FQDHI SYDNEY NSW 2000 AUSTRALIA,28-08-2013
NTPDXLIQJ,HHMQXTJLS,MXKAKU KRGGKWBSXY BRISBANE QLD 4001 AUSTRALIA,23-09-1953
